Flow_in,TN_in,NH4_in,COD_in,TP_in,SS_in,NO3_AN,NO3_ANA,NO3_AE,TN_eff,DCS,IR,ER,Was,DPRA,DO_1,DO_2,DO_3,MLSS
0.5968607498078891,0.25373654819758795,0.17874038837228962,0.48267960300907503,0.6313361277625751,0.3536160774017994,0.012392747643432605,0.002303996599109004,0.04589794528967148,0.27574570610055316,0.0,0.6273052870187112,0.46452937624854407,0.42276081318644065,0.4614958717078719,0.6021756047479787,0.5908451598797204,0.36000323046026544,0.5825400223662616
0.627087922912378,0.2148498907078664,0.16391537405760892,0.4575112794105452,0.3993746127888802,0.370674516886529,0.03580286270336061,0.011584139255334806,0.022721511106479964,0.26401490907339564,0.29247272145234293,0.5317712988306695,0.5368089635324549,0.5300052491883074,0.4385059851585438,0.4058060622026014,0.6513624236691145,0.3444829714625202,0.5872109803280559
0.5671172907266451,0.13744030795362497,0.13356843115087674,0.5252142817563044,0.45219794569971605,0.3352989053371313,0.023933310861340217,0.0077201065736193855,0.039845204968507394,0.2388966129944462,0.48304031799694347,0.48217193693827554,0.5547167163869342,0.5078697187561994,0.3554059025100833,0.6637752326083817,0.6610786583880839,0.46821161196046035,0.5790967056229936
0.5631125736991818,0.311950646366828,0.2032486635912772,0.5471652878093549,0.6260438016059562,0.35676441262194386,0.023990250591888623,0.0075990355400569615,0.07781483694062616,0.20746758664724707,1.0,0.596793004960289,0.5025156782048423,0.6989052694282818,0.5525215945092832,0.7128961951003805,0.4662065915008864,0.5241840942723246,0.5707314978958573
0.5367947626261556,0.08621494289724843,0.048464373797073426,0.6744724523412626,0.5832925639594262,0.46325273419615126,0.023285092059010744,0.006955756136370148,0.10803860812472599,0.16856946962848124,1.0,0.5793477946906131,0.516082254815772,0.5994687176147351,0.39228059762982204,0.526321888459528,0.5000950422394983,0.5278344765439137,0.59067052813199
0.5989959144863226,0.27046320609028174,0.18965673051720638,0.4506484060162583,0.34593995605194805,0.5228181110256707,0.021044618293687842,0.005912421356029849,0.12779808929351905,0.13102183734536033,1.0,0.5727423274327119,0.4782605685251635,0.44496121030490565,0.34531723035364736,0.5946653508497888,0.5354806872561628,0.39104533258569063,0.5852422224801108
0.5320910559739911,0.16726830316858834,0.16061891038220472,0.6647955383728863,0.4317629585482061,0.3604298067300881,0.02009265087716774,0.0052761732907641995,0.13376641444537876,0.09667663178961389,1.0,0.42331444962979425,0.37281587632814084,0.35872360959572225,0.47862881861982,0.48998797372164127,0.419437776974364,0.5326940691243257,0.5904643917223185
0.5829516864890119,0.08922120607974593,0.08615872658981115,0.3749487892214665,0.4822923574113327,0.4915503572289303,0.017953971675308596,0.00438744549777567,0.13873717982645592,0.07056792042592058,1.0,0.4384059620300973,0.5544409650003495,0.44341575367054364,0.394938120964595,0.5630791737899594,0.5070414969476229,0.5679115350691729,0.6628730052907263
0.6630198683889796,0.25510621428666236,0.22823638091990744,0.36142739041754807,0.3066765906847393,0.20917364306617198,0.01701306369023296,0.004098678684021122,0.1328676729930854,0.05449475015442601,1.0,0.4314228967199485,0.5244491289087279,0.48245405964914134,0.4374723357657446,0.5295118535449093,0.48022365755515883,0.4037428550799939,0.698986790460598
0.6744980765449986,0.0776396608339103,0.046874707884547076,0.36956477746494915,0.2888671102333473,0.224492493330469,0.013420563477992264,0.0031469530448481127,0.10728571765644734,0.0484490189960225,1.0,0.5836949781014251,0.7652097930779931,0.4341843021755194,0.6383889165204226,0.4800278047069777,0.4547921359421152,0.6635506997250991,0.7008472406416946
0.6432662602668096,0.2754538053526987,0.07795595216529015,0.4380896383254553,0.41685679491143457,0.2233638494697145,0.010868649750636554,0.0022925229406492377,0.09470228214281676,0.056525886212443144,0.0,0.6419535569206807,0.3607885297846112,0.5732012533613551,0.4617600232929715,0.48688513615099804,0.5684912383171452,0.3805200704510617,0.6418368125597231
0.49599103614740336,0.1501433883542602,0.07624705061958102,0.5605884098485447,0.6012467923747369,0.395161098086328,0.03494101682599987,0.010872467016323101,0.07391200525116998,0.06744826868045128,0.12892540653992546,0.626590722958432,0.5702589940069904,0.5184911013956679,0.5966053059782608,0.5218191912881398,0.468862639465103,0.6116766155919908,0.6137127548834194
0.4388224233140825,0.23354389504271747,0.015528131820202615,0.46086200406961325,0.7087087821002274,0.4173626722141955,0.031586771042993345,0.009935323618905928,0.09243155342315182,0.07795660162218598,0.40665790594875584,0.5458406646934009,0.5450464534551087,0.6125329564499054,0.4768567500551044,0.5035947146214017,0.6044492572299949,0.5200294517155432,0.62814591894674
0.2601607683759317,0.23302409848550534,0.1740298808151315,0.5816477690939212,0.844872337369295,0.4157002267825944,0.03233386591842531,0.009864168843748064,0.12134576396532437,0.07702145447161662,0.8925873675714305,0.5972839210327558,0.43299161011138265,0.5500295980411027,0.4629755373563893,0.5190717187910812,0.5038821115029621,0.3860271384249099,0.6243777555587258
0.3036657766965245,0.17715496858902427,0.1134820566332544,0.5797268870228438,0.6482267493978706,0.44550823157745095,0.029338019514048044,0.008842788282830834,0.1353961327363719,0.07539077470530664,1.0,0.5023636463291772,0.4765194400111321,0.5880979665491015,0.38374267186098043,0.5413506471462148,0.5278658200671351,0.5023040727553251,0.5893958250791052
0.2937883890973261,0.1900386119970813,0.13135719066802964,0.5254327293448717,0.851238013158478,0.43100128136048893,0.023467530857941624,0.006570676878109551,0.13289575364028205,0.06862168866271989,1.0,0.5810497216809272,0.4755408003115065,0.38497018028630503,0.38726461422284064,0.5470535250826449,0.48728446362571365,0.6476861409575231,0.5947056762272265
0.21767519921904732,0.1939858795529871,0.13632272325054762,0.681084581779104,0.7132825469720825,0.3637676578637851,0.019122225303538177,0.004967941605966478,0.11768031232632467,0.06492547205007537,1.0,0.5841192861340283,0.4300919714607345,0.5130817829572041,0.4363996069758649,0.7150534491221356,0.4653657927454049,0.47911784403237245,0.6284547199663244
0.18631853268740262,0.08362872720757347,0.062361653569916534,0.780787809274331,0.47102399540503237,0.5040712204176081,0.014158799328295328,0.0036678777133718724,0.09028409948272453,0.06311874012904095,1.0,0.5946817026011866,0.5429944519494017,0.4793573588612112,0.33140213981719224,0.49540303538836516,0.5826345722625905,0.3746855368612758,0.7144678723782585
0.19581485964934053,0.24105928215128333,0.041323693258706176,0.6201965397871789,0.7640470469428189,0.591113654507019,0.010060207303469952,0.0025395184165385534,0.07067992449758803,0.06391337840847017,1.0,0.613502227166721,0.5766950256422723,0.4162950201955251,0.4822806117620879,0.6637057379409503,0.49896430214310183,0.4087897732438556,0.6526350698552701
0.2511175155226928,0.10632170809265137,0.057323928192510934,0.608317642745827,0.8885922690884334,0.5540180406185828,0.007620145767636026,0.0019017132576569216,0.06202931311456912,0.06553455202317843,1.0,0.6127301651314032,0.4887153949011611,0.6575168127573847,0.5925538392549607,0.48598521446139253,0.5100608947032943,0.4530976479015946,0.5820890723061769
0.39096569135763026,0.08068907970067102,0.06416226476700156,0.6596016061851626,0.5945650196372056,0.4405319460477442,0.00422826160351699,0.0008414341765818913,0.0575905301369882,0.07049381658844445,0.0,0.5490716159054956,0.5286961657973994,0.6581941033627055,0.4420826269242677,0.5175772955821518,0.5190391538282169,0.5345536745954843,0.5713071078831327
0.4504522591410334,0.19361230665300852,0.145942409494295,0.4927713385368769,0.6812310760040585,0.4620791989458843,0.02226028749173962,0.0067739772649978,0.05459315665878568,0.07178984102787184,0.16577472660242587,0.5051241418779924,0.6064544004645152,0.5508912632982952,0.4969830210675301,0.4289583670233297,0.5665521560768416,0.6404887231432304,0.5799901944856183
0.5185296750403579,0.18207071479265344,0.025086770186890414,0.3574963516205811,0.5356064245984165,0.36214776201252935,0.018589977894587422,0.006151705816130408,0.06943357994814736,0.07195262032662825,0.7914510431173495,0.4897209388080017,0.49912028113194884,0.523120266522271,0.4876775335985788,0.5911902915594736,0.552890929912494,0.43088826935301405,0.6135301578749051
0.5445639576906194,0.22127814646388175,0.05781926459765936,0.4610012358671349,0.6626904223748973,0.30839358897073715,0.015506996618396503,0.0051028535606223255,0.07596943423744582,0.0690856347510792,0.8434257527891139,0.3983872984497281,0.4358238959996763,0.5145352519648094,0.4759331019754738,0.6028505803224191,0.27460803043272364,0.4027383458638414,0.6835158299279165
0.5898797808613114,0.10888112718603879,0.0955053785597798,0.46454114051089307,0.25198935509641096,0.4192930616506279,0.014378156550011668,0.004773860494184472,0.07455380875386805,0.06085950145018715,1.0,0.47758137770491293,0.5499148833461751,0.4038749427098711,0.4371006737910319,0.44017334142777553,0.5198861011063471,0.5205940342930746,0.7390981069821336
0.5979153421787364,0.2900537359842532,0.25257619642523593,0.4670882056580657,0.5153814840109912,0.3145468184823051,0.014202114439074185,0.004235590843509631,0.07568459192043164,0.05360942410691644,1.0,0.5323019836645977,0.442428662521801,0.6257852535342616,0.3781876943250633,0.6033762079208662,0.4205090571743253,0.6504268865341618,0.7173774499864658
0.5664832743237511,0.31987210157699764,0.1059903922987752,0.5019230919627888,0.5876796020752415,0.341280086218061,0.011268965323295268,0.0030762481856862283,0.07681387726380504,0.04034561925564256,1.0,0.5386064418570138,0.4311905247850203,0.490923329024473,0.436930853693847,0.42555027009757396,0.5947314725476933,0.5437357443056561,0.6595027755883365
0.5663980079394921,0.11074547550933814,0.07846287567727019,0.5518226097953138,0.3856209652852818,0.464633092412113,0.009021805996364502,0.0022731661455125713,0.06832909483883495,0.035671528331079894,1.0,0.5832685772160917,0.5268608013582279,0.6306155333637964,0.46747038165963506,0.5694956047158368,0.4945720240870921,0.6460369729487077,0.6387512881692459
0.4999174962939916,0.1443897877123513,0.033566206690816155,0.29488933694839187,0.5203858402745478,0.3993002945053377,0.007165675177958172,0.0018824633375833576,0.06145355663180614,0.02973138398335723,1.0,0.5008023234775014,0.49456491204848074,0.018861471918618644,0.5218992013941111,0.6014504966525376,0.5234206200809697,0.46717090182542853,0.7121312347284556
0.460706876907766,0.0921340951772755,0.0520996322380599,0.29493490408485284,0.2431121398315952,0.21635614552212484,0.0046315764949205855,0.0011644026116536406,0.05312356449930673,0.02957091515866933,1.0,0.41294535530402765,0.611531795081345,0.4990794180660534,0.32936569612295585,0.5797257116417414,0.5466558012488871,0.4362359492281997,0.7196379512115332
0.5226794675857684,0.26335383958252323,0.032798208305932344,0.49113877876826556,0.6036769304932255,0.16756476751242205,0.002801500295972103,0.0005726686105917049,0.051913034155538454,0.031812678677318185,0.0,0.46295449380930753,0.5386845877806272,0.23395475270810628,0.4724410247225359,0.5014714215471829,0.6189683384417826,0.5369808068184366,0.7223588633434277
0.6816950795004191,0.10637333847781141,0.05050356329663737,0.40595965141540474,0.6278084340574284,0.4575959051018463,0.26821902709798057,0.0063410852256981926,0.06134962915933906,0.033030641597131594,0.1742323415122199,0.4249360958836874,0.649907618182255,0.4763233589916904,0.5388486975345446,0.4828708689572059,0.5961323381111023,0.45426286088734996,0.7169158137509113
0.8104261009785585,0.08060289574604523,0.08389323876747602,0.1818514395023369,0.3939961735833237,0.26276403635129336,0.01956985664053672,0.006187958477984446,0.07408908466949321,0.03359312676195897,0.37416962996962577,0.4271354895603139,0.588374279683356,0.44462570759107267,0.5171520248315833,0.598727013490393,0.4654006808689304,0.3950306407489953,0.7209432171868233
0.6552887205219928,0.07264306343172236,0.07971003454957055,0.2713351497793171,0.535942744122236,0.026384755490362122,0.020429125146743544,0.006569681378926275,0.08548780326594801,0.02843950076701024,0.9936022661663862,0.4201790477078786,0.35429214173591683,0.3884756939060212,0.6964769608653376,0.44697320717905775,0.4949717863000642,0.5408899025793288,0.752868197311682
0.6393549439271302,0.12077613465746725,0.08317578697052337,0.5877989259345964,0.462565334397804,0.10973260399587154,0.01732486726284944,0.005068704776414969,0.09732756748471261,0.026259998183371047,1.0,0.535195607141028,0.505587971162945,0.4460276224202975,0.5412256862458098,0.5317784265027181,0.6080180048405046,0.542522023441991,0.7383234034983843
0.48682704150773937,0.07839991182415629,0.05091710928497038,0.6088350643574478,0.5619435171572575,0.43685875344160824,0.016007803426118895,0.004621688416978211,0.09855668470905388,0.02562809200362276,1.0,0.5927254810853353,0.48649387595649296,0.6077948937133333,0.5122435816201385,0.5125541072488367,0.08640472262735455,0.4382810343498867,0.7079159790660574
0.39467252915233075,0.23082926309237847,0.17279232170800257,0.6576014760830917,0.5357141868989499,0.4365780630256469,0.011630537625980281,0.003328778749113279,0.08525867839933271,0.02784635861279816,1.0,0.4492450378215742,0.49430987331797427,0.43346858320562687,0.5033354731019561,0.5654352629038262,0.6340074541112186,0.38868146793867436,0.7478596849190682
0.28596271830460207,0.08291724556432783,0.030449975718170583,0.6414655361597861,0.6307772581729205,0.5087980584849967,0.007551918177602517,0.002153664214000184,0.06854359236834234,0.031711259862302554,1.0,0.5254437630232558,0.5100187679391381,0.6132736230782423,0.5944292257933381,0.5221045728161768,0.46282099844872304,0.5490701043992409,0.7479340578885125
0.3860470101609943,0.23707207424933122,0.15545816934525608,0.673822621263332,0.8470492525983697,0.4734807130504696,0.005459934821523682,0.001570478616861873,0.058261662118342106,0.03414720126969162,1.0,0.588992199622123,0.5814117736226669,0.5239289863538312,0.5514052187775413,0.6759610481922684,0.5988712315596232,0.598244369640361,0.7503559970825835
0.40009630710473054,0.29703660302818746,0.22777845697731924,0.5411194673864592,0.8505974246443175,0.5490879829356654,0.004005362458602311,0.0010833368755878829,0.042971159099278594,0.037130391068108004,1.0,0.6490206205545972,0.6419465822780888,0.5940620209866303,0.5748800864397654,0.573526070285622,0.4135957330719089,0.44610949720154897,0.6717400099782003
0.47215876627779974,0.2612759677286507,0.20053305225016238,0.9562288941726347,0.6771599451518953,0.4369697613531855,0.0,0.0,0.020789936170397455,0.03935784345028709,0.0,0.6914246787680893,0.5532217354793372,0.3643676661833668,0.7283961930786962,0.634638073316379,0.628276517695451,0.5587595904517931,0.6895245814341608
0.36798840539104205,0.05942712885496568,0.058447949643809796,0.7133209470841415,0.896318992474304,0.7838118412543498,0.010280321266285027,0.0031302401066095335,0.013597505374635152,0.04244567627619117,0.3786221499222363,0.6115778027256442,0.4318187476359072,0.43065905215004774,0.49267160880064864,0.6209674276844859,0.46662336313867536,0.43486135375738977,0.6757129220395894
0.32067256650645604,0.15561858347592775,0.10375115782533441,0.5271556227610306,0.6942796431475406,0.5035041606861737,0.006608347775856296,0.0022247589469877676,0.021105443029902304,0.04271051752694477,0.697529315576746,0.5455198350814721,0.5224901145747793,0.5014266163316976,0.3570706612364667,0.6231404062135333,0.5261308498087487,0.6408341422317614,0.6515459695628758
0.3268438766399804,0.21745247293662237,0.16731607149216499,0.5407074345825333,0.7966809454840631,0.35781335596095093,0.008475663836843322,0.002690663772632993,0.05578697149922268,0.03681002972340952,1.0,0.5056640598857296,0.5236639760529598,0.5553836145458146,0.3714313613906923,0.5814170176466233,0.5963496041374818,0.4591876468487167,0.5922337809505231
0.480586829679023,0.08208830339310394,0.06277290901063813,0.5455177803470892,0.5869385472280533,0.3849418471831046,0.010709885468122644,0.0031137841488597614,0.08722193671213016,0.027054332643541623,1.0,0.4285764513419874,0.5879719713041234,0.4033964085653605,0.46383607437492236,0.4838337165506119,0.6486349870049926,0.5971247381076082,0.6219643863937749
0.5688012420847679,0.27750748123231295,0.06743799450083955,0.47254981762601383,0.539651411765101,0.3727458234328032,0.012866526845386611,0.0035547062280128906,0.11479906893212896,0.015137893224310028,1.0,0.5518111540495951,0.5251605120747671,0.4707635673658541,0.6341087625764588,0.7418434713447173,0.5214926018337815,0.5540211960140684,0.6426669648954393
0.7096956812608077,0.10328964918358649,0.054014574822379605,0.5230811036578429,0.4048124694182158,0.4235523934857935,0.014453574351908981,0.003762227579471969,0.11647673079081486,0.007766006272175996,1.0,0.5831798201981351,0.5369442551387507,0.5458726963313691,0.5344150043400684,0.6436897888606343,0.36496781285077895,0.6590418077756685,0.6502668184818665
0.773344623849967,0.21754538412167315,0.12973028080232957,0.43628004900254463,0.27121377213886155,0.3670912205391576,0.013065083761150138,0.0034083338241747405,0.10480182700867599,0.0,1.0,0.5214919068782686,0.5320407735727826,0.4673528423634141,0.36000443906422186,0.7122244197478174,0.4328779754662617,0.5585519318728438,0.6815330856373123
0.669437610959756,0.11909178231247594,0.04453692981277117,0.294289075686018,0.4319027119571881,0.3178750639572547,0.009125262344538254,0.002294497127208111,0.08425014396381464,0.0020124298546998487,1.0,0.5142421023961381,0.4745148212037118,0.5248851980460816,0.46966305607921965,0.470570225981652,0.534751438993448,0.43489194698942035,0.723833069547692
0.6158173800215554,0.19152254246251324,0.12369595180536137,0.4101117595355969,0.47115707467002466,0.18719882290901851,0.0050752411497077925,0.0012170339769983548,0.057038357224867484,0.007721703197159535,1.0,0.4342064090892017,0.3918532048708987,0.35894441388636755,0.4527258097472897,0.49740204513893893,0.6227554556882724,0.5918387228197344,0.8355109151937743
0.5646689550422339,0.24260957979794837,0.16916854159792472,0.3503098433297063,0.35645829098230286,0.2862763536238057,0.0019419595503978627,0.00042319282711224303,0.03810856984776698,0.024752473596205082,0.4436663990728006,0.4485303324139429,0.5019903559625543,0.448864039170064,0.517763067540491,0.0,0.61362055430076,0.5687324649251176,0.8331868823103186
0.5726858604347695,0.22573230880188563,0.18676243442481372,0.5048636555260213,0.3929995041081067,0.24865024225895477,0.009550362945319208,0.0029023080197847716,0.018388548897971604,0.033175026345289405,0.5389209949973447,0.37514657924648054,0.40924938176030823,0.47973631218613466,0.5438038031956491,0.0,0.43622007023142184,0.3318935369935595,0.8610130542098968
0.6980496568951535,0.24739143932567584,0.11108427436847178,0.23968629931500213,0.2058078779418323,0.35946354304255207,0.005296695457979783,0.0019668093775521913,0.0,0.04323724810308327,0.49716324166245707,0.3524626546208425,0.4293308013298982,0.5147159291473549,0.59464894015382,0.0,0.5553546183885396,0.5415747115223609,0.8051809761385824
0.6444282153235443,0.044593699210902255,0.030315132429420175,0.5365542325429955,0.4107418818154165,0.17590279411723636,0.006638636865474664,0.0022102239384058863,0.014602381681061496,0.042096330633711765,0.6048024957055395,0.4451187499248688,0.49792595008834795,0.5593122840802205,0.4726972185520264,0.0,0.5426478516097044,0.5131356876481064,0.8062821200428232
0.6561129927692244,0.21014151901015707,0.20878801796263868,0.2312336131886717,0.3085012452690974,0.3490030261895914,0.010088672717325928,0.0029010031032839748,0.04635121951230248,0.04134410736712407,0.5054528152524954,0.5075187742445162,0.5857902692772576,0.5629554768457989,0.3863606231493466,0.0,0.2929966090515401,0.49868981153051783,0.7706047179439253
0.705098611555032,0.30224373159705786,0.22542906774395272,0.3235157124405565,0.32432150753934796,0.1022918643922171,0.016157051279317203,0.0043952773984672604,0.08842552758880343,0.031139883819535308,0.4769021378723707,0.4694200651851963,0.4822142815696737,0.4943237621496537,0.565187528185572,0.0,0.5038591745005934,0.2835971171338956,0.7473004029522015
0.7152632369833842,0.16713572565188886,0.06601136276871956,0.24971475006382554,0.5338251883181109,0.24206544029220395,0.019827080671406223,0.0052599058654291125,0.12020647118382388,0.022184465209452886,0.38294167212474284,0.420112017145823,0.47217395140590623,0.3173032854441553,0.49774953487655127,0.06017304453080907,0.42600749462674714,0.39208345797089894,0.7471968499486596
0.6674810288011894,0.2994505495357561,0.03663897026000178,0.2042295827749368,0.2807486570485135,0.17428620268791523,0.024720932854029386,0.006918989513538495,0.14567315166158878,0.012361275236558555,0.5700866733458759,0.4137225742379025,0.48115531872257655,0.6060227059709944,0.631153492549315,0.4968954162446395,0.49938204348437254,0.29705093742654115,0.7100711868602305
0.6437081164797984,0.11391790765402834,0.028909525363574842,0.48424675195325034,0.30652615931093385,0.2470606981441968,0.02742230130838842,0.0077757692680010745,0.1510207436459886,0.01021525514157795,0.5799676843460725,0.3901486582893461,0.5853227326814228,0.4507923298248402,0.5505399617782216,0.8792306786468829,0.4573575171887705,0.5970649383119074,0.640447561268652
0.5926097399823718,0.21073074347638412,0.11458839372666925,0.5224113290376537,0.4663715517932152,0.41559484455131485,0.03453628146361125,0.009183832613406566,0.16954789607994608,0.013670214473421705,0.0,0.46731671475454917,0.6502621775622095,0.5975426187379309,0.6784175074857544,1.0,0.5953191452180198,0.6568912215971318,0.5911121858128823
0.5506523150948439,0.22590387571731693,0.23293415357496516,0.5777886916519297,0.631793741379401,0.45743040890271075,0.046049109768822594,0.011912326956128608,0.1841749137385705,0.02250694000182729,0.38094261729998313,0.5144232382679665,0.5817685441286078,0.4754808232397072,0.44373053678824803,0.0,0.3341054428990806,0.5574458153645971,0.6143679348822646
0.5183841255177946,0.1262451006550995,0.1343015755767073,0.3993761855301932,0.535111503947642,0.4340609325736881,0.04569907835360616,0.011944575605787103,0.48446903938706753,0.03467595188693229,0.5433819349363661,0.6507589726055691,0.4080992232863032,0.45868588929623755,0.5033852059874708,0.0,0.5938770834369773,0.5177054155118366,0.6576404007563781
0.4903723968193381,0.3169839924341046,0.08494172222385797,0.5671161995824985,0.736215016964886,0.24799262618675105,0.040834112361004093,0.011721893606331807,0.16598084277702707,0.046987047664425574,0.5220752659064899,0.5567308991071669,0.49416628332921064,0.6813008382425525,0.545948249503025,0.0,0.5782409841583789,0.6495808879329336,0.7147100681156608
0.38783926068439367,0.1068111581607308,0.09242272800554817,0.491685234691918,0.6887426803052685,0.5488297199152383,0.03715687869994108,0.011310734430987493,0.14366677888514617,0.06803866446325119,0.5058641874920121,0.5889841975381556,0.41877063011868376,0.6547083122767323,0.6488766397399011,0.0,0.4909923832137688,0.6211471666784886,0.6972333608057859
0.26201633694826576,0.2847422364303722,0.15909767607353598,0.6614098320269404,0.6073406980094853,0.3228560751894129,0.03741101836654903,0.011133310218085137,0.12972829644280565,0.08895493345118266,0.42981502383524195,0.5200959710676374,0.3838845099459962,0.49478586489538223,0.4059013380717178,0.0,0.5001899571286978,0.5444856212748233,0.7158108605408398
0.2729754287012067,0.1295182031933503,0.045762978793340334,1.0,0.7580886351308891,0.5232923769168281,0.03768520511228862,0.01098762429639388,0.13519499371801716,0.1111576110584998,0.46357852274357125,0.4678845967400491,0.38016382094238876,0.4080153049347248,0.44461748696403625,0.0,0.40860491140044575,0.4381771507030124,0.7302679809322035
0.2890565720498399,0.11362196800650462,0.11237993779650611,0.5794138304114063,0.6696989253379775,0.7564077213366156,0.03733688561880853,0.010359624023919309,0.14864702304999067,0.12300890623449623,0.4321689074201637,0.5042759164178343,0.5272222039067103,0.4290744758624925,0.4880387362491554,0.0,0.4635881410273439,0.49096805669184596,0.7476355030895734
0.37707124980003837,0.1960097865904075,0.1619320253866393,0.5168186204857215,0.6803726030020325,0.36476425535703777,0.040035735039020956,0.011717420464645792,0.1612515107714531,0.12750084333394235,0.46122258839353025,0.419373395158265,0.4782519471318216,0.6107649782853537,0.5605605955287092,0.6412761922420844,0.47698668132549615,0.4956626656894283,0.7572321625530645
0.43138265120842867,0.16604697275254623,0.1469461107050103,0.5181371376378203,0.5145953369755003,0.34356470659099586,0.03852420888844099,0.011328460881060435,0.1634104988290689,0.12626237192006584,0.53700106380264,0.4217761587971962,0.3745501117235097,0.5697520450842939,0.5843514247085726,1.0,0.5936754197052767,0.439532632337145,0.784971748191805
0.4162941869007897,0.1555096032371753,0.1120732664470351,0.4170200214032999,0.6389389556653184,0.34813487187742614,0.0357909392282096,0.010523438277943262,0.15195286458981536,0.1278205776052101,0.42036627663032056,0.3962756176444895,0.5156308288035545,0.5833077277055891,0.45274505798648423,1.0,0.5210725762772908,0.4856031621609693,0.7959436967436435
0.6009646695958448,0.163556376538423,0.10217755043121272,0.533147915019202,0.41555654482542614,0.2726560910237174,0.03769840567590067,0.011014494768719641,0.14083013825164878,0.12525792829667382,0.34942693146422377,0.4508223602815935,0.5494473400903224,0.6494331119229275,0.47461512068459255,0.0,0.6310035001946515,0.38280935896433055,0.7757420110527296
0.710876196160414,0.08158682016251154,0.06720276210439959,0.24575749168139543,0.3273379990862504,0.3789725918273981,0.03777446284202661,0.011213670658790647,0.1241405346371122,0.12535638100676644,0.4609709691476077,0.4549439639574464,0.41243956702759954,0.647821880563392,0.4636717837022295,0.0,0.71390388489184,0.455599731213419,0.7314342308786284
0.7056008770940405,0.10136769152195244,0.06018254000801458,0.38544581223963564,0.3853017753829624,0.09360600789420809,0.034845504150796264,0.010274248460870704,0.11577336430410196,0.12013054022809372,0.5660984787580409,0.34004813948084367,0.5905382527422214,0.6929559360859971,0.3141424559921795,0.0,0.5860390114851748,0.46614768922643346,0.7217211651859099
